Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Region,Ticket_ID
U8255,ACCT-010,2026/03/16 25:05,Storage,ebs-vol,19704,min,1970.4,ap-south-1,T-691
U8256,Acct-013,2026-03-25 05:00:00+00:00,Compute,compute-v2,1906,sec,190.6,ap-south-1,NULL
U8257,ACCT-012,2026-03-25 03:00:00+00:00,Storage,ebs-vol,8701,min,870.1,us-east 1,T-803
U8258,acct-009,2026/03/12 20:00,Compute,compute-v2,5527,min,552.7,ap-south 1,T-745
U8259,ACCT-010,2026/03/28 13:00,SaaS,Monitoring-App,5343,units,534.3,ap-south 1,NULL
U8260,acct-009,2026/03/20 15:00,Database,NoSQL-Tbl,3445,sec,344.5,eu-west-1,NULL
U8261,Acct-013,2026-03-27 00:00:00+00:00,Compute,VM-std_4,13191,sec,1319.1,ap-south-1,T-532
U8262, acct-011 ,2026-03-11 19:00:00+00:00,Database,AURORA-DB,16661,GB,1666.1,ap-south 1,T-313
U8263,ACCT-012,2026-03-21 18:00:00+00:00,Compute,VM-std_4,14858,sec,1485.8,ap-south 1,T-400
U8264,ACCT-012,2026/03/26 11:00,Networking,LoadBalancer,19166,hrs,"""₹ 1,916.6""",global,T-809
U8265,ACCT-010,2026-03-10 00:00:00+00:00,Database,NoSQL-Tbl,"""11,024""",min,1102.4,us-east-1,NULL
U8266,ACCT-012,2026/03/11 02:00,SaaS,Auth-Service,6059,units,605.9,eu-west-1,NULL
U8267, acct-011 ,2026/03/11 04:00,Compute,VM-std_4,6400,GB,"""₹ 640.0""",ap-south-1,T-930
U8268, acct-011 ,2026/03/14 10:00,Networking,LoadBalancer,18829,min,1882.9,us-east-1,NULL
U8269,ACCT-012,2026/03/16 23:00,Database,Aurora-DB,15848,min,"""₹ 1,584.8""",eu-west-1,T-170
U8270,ACCT-010,2026/03/25 11:00,Storage,s3-standard,2420,min,242.0,us-east 1,NULL
U8271,acct-009,2026/03/18 07:00,SaaS,Auth-Service,"""7,689""",seconds,768.9,ap-south 1,NULL
U8272,ACCT-010,2026/03/26 15:00,SaaS,Email-API,16244,seconds,1624.4,us-east-1,T-785
U8273,Acct-013,2026-03-14 20:00:00+00:00,Compute,VM-std_4,15400,hrs,1540.0,ap-south 1,NULL
U8274,Acct-013,2026-03-30 11:00:00+00:00,Compute,VM-std_4,17113,units,1711.3,eu-west-1,NULL
U8275,ACCT-012,2026/03/23 23:00,SaaS,Auth-Service,13540,GB,"""₹ 1,354.0""",global,NULL
U8276,acct-009,2026/03/28 18:00,Storage,Cold-Archive,10210,min,1021.0,us-east 1,NULL
U8277,ACCT-010,2026/03/15 15:00,Storage,Cold-Archive,6449,seconds,"""₹ 644.9""",global,NULL
U8278,ACCT-010,2026/03/21 05:00,Database,RDS-MultiAZ,10338,min,1033.8,ap-south-1,NULL
U8278,ACCT-010,2026/03/21 05:00,Database,RDS-MULTIAZ,10338,seconds,1033.8,ap-south-1,NULL
U8279,ACCT-010,2026/03/20 19:00,Compute,compute-v2,"""6,849""",min,"""₹ 684.9""",eu-west-1,NULL
U8280,ACCT-010,2026/03/14 06:00,Storage,ebs-vol,15906,units,1590.6,ap-south 1,NULL
U8281, acct-011 ,2026/03/15 23:00,SaaS,Auth-Service,13497,min,1349.7,us-east 1,T-725
U8282,acct-009,2026-03-25 09:00:00+00:00,SaaS,Monitoring-App,10527,min,1052.7,eu-west-1,T-656
U8282,ACCT-009,2026-03-25 09:00:00+00:00,SaaS,MONITORING-APP,10527,seconds,1052.7,eu-west-1,T-656
U8283, acct-011 ,2026/03/23 17:00,SaaS,Email-API,3489,sec,348.9,ap-south 1,T-997
U8284,ACCT-010,2026-03-18 22:00:00+00:00,SaaS,Monitoring-App,"""2,782""",min,"""₹ 278.2""",eu-west-1,NULL
U8285,acct-009,2026-03-19 10:00:00+00:00,Database,AURORA-DB,8170,units,"""₹ 817.0""",eu-west-1,T-966
U8286,Acct-013,2026/03/17 00:00,SaaS,Email-API,7565,hrs,756.5,us-east 1,T-728
U8287, acct-011 ,2026-03-13 19:00:00+00:00,Networking,DataTransfer,2296,sec,229.6,global,NULL
U8287,ACCT-011,2026-03-13 19:00:00+00:00,Networking,DATATRANSFER,2296,seconds,229.6,global,NULL
U8288, acct-011 ,2026/03/21 02:00,Networking,DataTransfer,"""5,419""",sec,541.9,ap-south 1,T-714
U8289,acct-009,2026/03/10 22:00,Database,AURORA-DB,13629,seconds,"""₹ 1,362.9""",us-east 1,NULL
U8290,ACCT-012,2026/03/26 22:00,Networking,VPN-Gateway,"""8,683""",min,"""₹ 868.3""",us-east 1,T-853
U8290,ACCT-012,2026/03/26 22:00,Networking,VPN-GATEWAY,8683,seconds,868.3,us-east-1,T-853
U8291,Acct-013,2026-03-24 00:00:00+00:00,Database,RDS-MultiAZ,8877,GB,887.7,global,NULL
U8292,ACCT-012,2026-03-20 08:00:00+00:00,Storage,Cold-Archive,6618,min,"""₹ 661.8""",ap-south-1,NULL
U8293,ACCT-012,2026/03/23 08:00,Database,RDS-MultiAZ,17725,units,1772.5,eu-west-1,NULL
U8294,Acct-013,2026/03/26 14:00,SaaS,Email-API,2376,seconds,237.6,eu-west-1,T-305
U8295,acct-009,2026/03/25 11:00,Networking,VPN-Gateway,19225,units,1922.5,ap-south-1,NULL
U8296, acct-011 ,2026/03/19 14:00,Networking,VPN-Gateway,13257,seconds,1325.7,global,NULL
U8297,Acct-013,2026-03-30 02:00:00+00:00,SaaS,Email-API,678,seconds,67.8,eu-west-1,NULL
U8298,ACCT-010,2026/03/10 09:00,Storage,s3-standard,17514,seconds,1751.4,ap-south-1,NULL
U8299,ACCT-012,2026/03/24 01:00,Database,NoSQL-Tbl,"""18,785""",seconds,1878.5,ap-south 1,T-523
U8300,ACCT-012,2026-03-20 14:00:00+00:00,Compute,VM-std_4,"""14,008""",units,"""₹ 1,400.8""",eu-west-1,NULL
U8300,ACCT-012,2026-03-20 14:00:00+00:00,Compute,VM-STD_4,14008,seconds,1400.8,eu-west-1,NULL
U8301,acct-009,2026-03-30 07:00:00+00:00,Storage,s3-standard,9486,GB,948.6,us-east-1,T-195
U8302, acct-011 ,2026/03/11 13:00,Database,NoSQL-Tbl,"""18,159""",min,1815.9,ap-south-1,NULL
U8303,Acct-013,2026/03/13 04:00,SaaS,Auth-Service,"""19,511""",GB,1951.1,us-east-1,T-981
U8303,ACCT-013,2026/03/13 04:00,SaaS,AUTH-SERVICE,19511,seconds,1951.1,us-east-1,T-981
U8304, acct-011 ,2026/03/30 18:00,Database,RDS-MultiAZ,14367,hrs,1436.7,ap-south 1,T-910
U8305,ACCT-012,2026-03-12 16:00:00+00:00,Networking,VPN-Gateway,"""19,083""",min,"""₹ 1,908.3""",global,NULL
U8305,ACCT-012,2026-03-12 16:00:00+00:00,Networking,VPN-GATEWAY,19083,seconds,1908.3,global,NULL
U8306, acct-011 ,2026/03/10 18:00,Compute,VM-STD-4,19496,seconds,1949.6,us-east-1,T-645
U8306,ACCT-011,2026/03/10 18:00,Compute,VM-STD-4,19496,seconds,1949.6,us-east-1,T-645
U8307,acct-009,2026/03/23 17:00,SaaS,Auth-Service,5875,hrs,587.5,ap-south-1,NULL
U8308,acct-009,2026/03/28 17:00,SaaS,Monitoring-App,15324,min,1532.4,global,T-438
U8309,ACCT-012,2026/03/21 18:00,Compute,VM-STD-4,13332,GB,"""₹ 1,333.2""",global,T-945
U8310, acct-011 ,2026/03/29 19:00,Compute,GPU-inst,"""11,466""",units,"""₹ 1,146.6""",us-east 1,NULL
U8311,ACCT-010,2026/03/12 15:00,Compute,VM-std_4,13327,GB,"""₹ 1,332.7""",eu-west-1,NULL
U8312, acct-011 ,2026/03/19 02:00,SaaS,Monitoring-App,4903,GB,490.3,ap-south-1,NULL
U8313,Acct-013,2026/03/14 03:00,SaaS,Monitoring-App,"""9,307""",units,930.7,global,NULL
U8313,ACCT-013,2026/03/14 03:00,SaaS,MONITORING-APP,9307,seconds,930.7,global,NULL
U8314,ACCT-010,2026/03/19 00:00,Storage,ebs-vol,13576,sec,"""₹ 1,357.6""",eu-west-1,T-806
U8315,ACCT-010,2026/03/14 10:00,Networking,DataTransfer,2846,GB,284.6,us-east-1,NULL
U8316,Acct-013,2026-03-20 15:00:00+00:00,Compute,compute-v2,17691,min,1769.1,global,NULL
U8317,acct-009,2026/03/22 25:05,Networking,DataTransfer,10143,sec,1014.3,global,T-628
U8318, acct-011 ,2026-03-10 23:00:00+00:00,Storage,s3-standard,187,seconds,18.7,us-east-1,NULL
U8319,acct-009,2026/03/28 07:00,Storage,s3-standard,7994,seconds,799.4,global,NULL
U8320,Acct-013,2026/03/11 09:00,Storage,s3-standard,18877,GB,"""₹ 1,887.7""",ap-south-1,T-654
U8321,ACCT-012,2026/03/20 06:00,SaaS,Email-API,10126,units,1012.6,us-east 1,T-999
U8322,Acct-013,2026-03-17 04:00:00+00:00,SaaS,Monitoring-App,3875,units,387.5,ap-south 1,NULL
U8323,ACCT-012,2026-03-27 08:00:00+00:00,Database,NoSQL-Tbl,"""13,757""",sec,"""₹ 1,375.7""",us-east-1,T-404
U8324, acct-011 ,2026/03/15 05:00,Networking,VPN-Gateway,17520,GB,1752.0,global,T-369
U8325,ACCT-012,2026/03/30 16:00,SaaS,Monitoring-App,6437,units,643.7,us-east-1,NULL
U8326,acct-009,2026/03/23 00:00,Database,AURORA-DB,11902,sec,1190.2,ap-south 1,T-958
U8327,ACCT-012,2026-03-23 04:00:00+00:00,Database,RDS-MultiAZ,7025,min,702.5,us-east-1,NULL
U8328,ACCT-012,2026-03-11 07:00:00+00:00,Database,NoSQL-Tbl,12051,sec,1205.1,ap-south-1,T-412
U8329,ACCT-012,2026/03/20 19:00,Storage,s3-standard,"""673""",seconds,67.3,ap-south-1,NULL
U8330,ACCT-012,2026-03-18 15:00:00+00:00,Compute,compute-v2,8354,seconds,835.4,us-east-1,NULL
U8331,acct-009,2026/03/11 15:00,Storage,ebs-vol,3817,seconds,"""₹ 381.7""",us-east-1,T-963
U8332,Acct-013,2026/03/10 07:00,Compute,compute-v2,7360,GB,"""₹ 736.0""",us-east 1,T-813
U8333, acct-011 ,2026/03/14 06:00,Storage,ebs-vol,3971,seconds,"""₹ 397.1""",us-east-1,NULL
U8334,ACCT-010,2026/03/17 12:00,Compute,VM-std_4,19090,units,1909.0,eu-west-1,NULL
U8335,ACCT-012,2026-03-30 18:00:00+00:00,Networking,LoadBalancer,"""17,805""",sec,1780.5,eu-west-1,T-120
U8336,ACCT-010,2026/03/10 17:00,Storage,s3-standard,14488,min,1448.8,ap-south-1,T-159
U8337,acct-009,2026-03-28 13:00:00+00:00,Compute,VM-STD-4,10552,min,1055.2,global,T-147
U8338,Acct-013,2026/03/16 17:00,Compute,GPU-inst,5618,min,561.8,us-east 1,NULL
U8339,Acct-013,2026-03-14 12:00:00+00:00,SaaS,Monitoring-App,19127,sec,1912.7,global,NULL
U8340,Acct-013,2026/03/14 18:00,Storage,Cold-Archive,10153,min,"""₹ 1,015.3""",ap-south 1,T-306
U8341,ACCT-012,2026-03-19 15:00:00+00:00,Database,NoSQL-Tbl,568,min,56.8,ap-south-1,NULL
U8342,Acct-013,2026/03/16 25:05,Database,Aurora-DB,4381,GB,"""₹ 438.1""",us-east-1,NULL
U8343,ACCT-010,2026/03/21 21:00,SaaS,Auth-Service,2467,GB,"""₹ 246.7""",ap-south-1,NULL
U8344,ACCT-010,2026/03/17 25:05,Networking,LoadBalancer,"""1,041""",units,104.1,us-east 1,NULL
U8345, acct-011 ,2026/03/11 16:00,Networking,DataTransfer,14645,seconds,1464.5,eu-west-1,T-238
U8346,ACCT-010,2026/03/28 16:00,Networking,VPN-Gateway,3116,units,311.6,eu-west-1,NULL
U8347,ACCT-010,2026/03/12 21:00,Storage,s3-standard,4499,seconds,449.9,ap-south-1,T-557
U8348,Acct-013,2026-03-16 04:00:00+00:00,Storage,Cold-Archive,9227,sec,922.7,us-east-1,T-184
U8349,ACCT-012,2026/03/23 03:00,Database,Aurora-DB,16326,sec,1632.6,ap-south 1,NULL
U8350, acct-011 ,2026/03/22 04:00,Networking,DataTransfer,"""9,319""",seconds,931.9,ap-south-1,T-410
U8351,acct-009,2026-03-15 14:00:00+00:00,Storage,Cold-Archive,5146,min,514.6,us-east-1,NULL
U8352,ACCT-010,2026-03-14 04:00:00+00:00,Storage,S3-Standard,"""4,275""",units,"""₹ 427.5""",global,NULL
U8353,acct-009,2026-03-19 01:00:00+00:00,Networking,DataTransfer,"""19,619""",hrs,1961.9,us-east 1,T-675
U8354,acct-009,2026/03/28 04:00,SaaS,Email-API,2178,sec,"""₹ 217.8""",eu-west-1,NULL
U8355,acct-009,2026/03/23 01:00,Storage,s3-standard,"""8,048""",hrs,804.8,global,T-520
U8356,ACCT-012,2026/03/22 25:05,SaaS,Auth-Service,8895,GB,889.5,ap-south-1,NULL
U8357, acct-011 ,2026/03/16 16:00,Compute,VM-std_4,4951,hrs,495.1,global,T-328
U8358,ACCT-010,2026/03/22 18:00,Networking,DataTransfer,14658,units,"""₹ 1,465.8""",eu-west-1,NULL
U8359,ACCT-010,2026/03/21 05:00,Storage,Cold-Archive,15813,hrs,1581.3,eu-west-1,NULL
U8360, acct-011 ,2026/03/15 00:00,SaaS,Auth-Service,12321,min,1232.1,us-east 1,NULL
U8361,acct-009,2026-03-23 22:00:00+00:00,Networking,VPN-Gateway,13164,GB,1316.4,us-east 1,NULL
U8362,Acct-013,2026/03/13 25:05,Compute,VM-STD-4,"""11,857""",seconds,1185.7,global,T-577
U8363,ACCT-010,2026/03/27 03:00,Compute,VM-STD-4,7600,seconds,760.0,us-east 1,NULL
U8364, acct-011 ,2026-03-29 14:00:00+00:00,Networking,DataTransfer,8058,sec,805.8,global,T-736
U8365,acct-009,2026/03/24 00:00,Compute,compute-v2,9661,hrs,"""₹ 966.1""",eu-west-1,T-793
U8366,ACCT-010,2026/03/18 14:00,Networking,LoadBalancer,7862,GB,"""₹ 786.2""",eu-west-1,T-636
U8366,ACCT-010,2026/03/18 14:00,Networking,LOADBALANCER,7862,seconds,786.2,eu-west-1,T-636
U8367,ACCT-010,2026/03/21 17:00,Database,Aurora-DB,19964,units,1996.4,eu-west-1,T-548
U8368,ACCT-010,2026-03-30 03:00:00+00:00,Networking,DataTransfer,1143,sec,"""₹ 114.3""",global,T-662
U8369,acct-009,2026/03/18 22:00,Database,NoSQL-Tbl,3376,GB,337.6,us-east 1,T-122
U8370,Acct-013,2026/03/27 08:00,Storage,s3-standard,4032,GB,403.2,ap-south-1,T-727
U8371,ACCT-012,2026-03-29 05:00:00+00:00,Networking,DataTransfer,"""13,034""",sec,1303.4,us-east 1,NULL
U8372,ACCT-012,2026/03/28 03:00,Compute,compute-v2,2855,sec,285.5,us-east-1,NULL
U8373,ACCT-012,2026/03/28 09:00,Networking,VPN-Gateway,6119,seconds,611.9,eu-west-1,NULL
U8374,ACCT-012,2026/03/17 20:00,Compute,GPU-inst,7245,min,724.5,ap-south-1,T-969
U8375, acct-011 ,2026/03/26 23:00,Database,Aurora-DB,19010,seconds,1901.0,eu-west-1,NULL
U8376,acct-009,2026/03/26 22:00,Networking,LoadBalancer,14317,sec,"""₹ 1,431.7""",eu-west-1,T-557
U8377,ACCT-012,2026/03/28 04:00,Networking,DataTransfer,"""6,561""",units,"""₹ 656.1""",us-east 1,T-177
U8378,acct-009,2026/03/13 23:00,SaaS,Monitoring-App,8242,sec,824.2,us-east-1,T-532
U8379, acct-011 ,2026/03/29 11:00,Compute,VM-std_4,13588,hrs,1358.8,ap-south 1,NULL
U8380,Acct-013,2026/03/11 21:00,Database,NoSQL-Tbl,10617,seconds,"""₹ 1,061.7""",us-east-1,T-993
U8381,ACCT-010,2026/03/11 15:00,Database,NoSQL-Tbl,"""6,054""",min,"""₹ 605.4""",ap-south 1,NULL
U8382,ACCT-012,2026/03/22 15:00,Database,Aurora-DB,10802,hrs,"""₹ 1,080.2""",us-east-1,NULL
U8383, acct-011 ,2026/03/23 15:00,SaaS,Monitoring-App,18238,sec,1823.8,ap-south 1,T-133
U8384,acct-009,2026/03/17 02:00,Database,RDS-MultiAZ,2944,GB,294.4,ap-south-1,NULL
U8385, acct-011 ,2026/03/16 07:00,Networking,LoadBalancer,7485,units,748.5,eu-west-1,NULL
U8386,acct-009,2026/03/11 00:00,Networking,LoadBalancer,13764,units,"""₹ 1,376.4""",ap-south 1,NULL
U8387,Acct-013,2026/03/15 02:00,Database,NoSQL-Tbl,"""3,685""",seconds,368.5,ap-south-1,NULL
U8387,ACCT-013,2026/03/15 02:00,Database,NOSQL-TBL,3685,seconds,368.5,ap-south-1,NULL
U8388,Acct-013,2026-03-23 12:00:00+00:00,Networking,LoadBalancer,9864,GB,"""₹ 986.4""",ap-south 1,NULL
U8389,Acct-013,2026-03-30 04:00:00+00:00,Database,NoSQL-Tbl,"""1,649""",min,164.9,eu-west-1,NULL
U8390,Acct-013,2026/03/19 05:00,Compute,GPU-inst,496,seconds,49.6,global,NULL
U8391, acct-011 ,2026-03-29 16:00:00+00:00,Networking,LoadBalancer,"""7,485""",sec,748.5,eu-west-1,T-995
U8391,ACCT-011,2026-03-29 16:00:00+00:00,Networking,LOADBALANCER,7485,seconds,748.5,eu-west-1,T-995
U8392,ACCT-012,2026/03/30 08:00,Networking,LoadBalancer,9834,GB,983.4,ap-south 1,NULL
U8393,Acct-013,2026/03/12 22:00,SaaS,Email-API,4626,sec,462.6,eu-west-1,NULL
U8394,acct-009,2026/03/21 16:00,Storage,Cold-Archive,19934,GB,1993.4,eu-west-1,T-116
U8395, acct-011 ,2026/03/22 20:00,Networking,LoadBalancer,19431,sec,"""₹ 1,943.1""",us-east 1,T-457
U8396,ACCT-010,2026/03/22 15:00,SaaS,Monitoring-App,10406,units,"""₹ 1,040.6""",ap-south 1,NULL
U8397,Acct-013,2026/03/13 10:00,SaaS,Email-API,15852,units,1585.2,eu-west-1,T-731
U8398,acct-009,2026/03/10 01:00,Storage,s3-standard,"""12,881""",min,1288.1,ap-south 1,T-129
U8399,ACCT-012,2026-03-20 11:00:00+00:00,Storage,Cold-Archive,"""14,376""",units,1437.6,global,NULL
U8400,ACCT-010,2026-03-12 22:00:00+00:00,Storage,s3-standard,8163,GB,"""₹ 816.3""",us-east 1,NULL
U8401,ACCT-010,2026/03/23 20:00,SaaS,Monitoring-App,9159,units,915.9,global,NULL
U8402,ACCT-012,2026/03/22 16:00,Database,Aurora-DB,12953,sec,1295.3,us-east 1,NULL
U8403,ACCT-010,2026/03/29 09:00,Storage,Cold-Archive,17324,seconds,1732.4,ap-south-1,NULL
U8404,ACCT-010,2026/03/27 01:00,Compute,VM-std_4,15190,sec,1519.0,ap-south 1,NULL
U8405,Acct-013,2026/03/25 00:00,Networking,VPN-Gateway,16173,GB,1617.3,global,T-782
U8405,ACCT-013,2026/03/25 00:00,Networking,VPN-GATEWAY,16173,seconds,1617.3,global,T-782
U8406,Acct-013,2026-03-20 06:00:00+00:00,Database,RDS-MultiAZ,6324,units,632.4,global,NULL
U8407,ACCT-010,2026/03/16 15:00,Database,NoSQL-Tbl,8032,min,"""₹ 803.2""",us-east 1,T-346
U8408,acct-009,2026/03/23 25:05,Compute,compute-v2,16545,seconds,"""₹ 1,654.5""",ap-south-1,NULL
U8409, acct-011 ,2026-03-14 05:00:00+00:00,Storage,s3-standard,6611,min,661.1,global,NULL
U8410, acct-011 ,2026/03/13 14:00,Storage,ebs-vol,"""11,297""",GB,"""₹ 1,129.7""",us-east 1,NULL
U8411,acct-009,2026/03/25 18:00,SaaS,Auth-Service,19574,hrs,1957.4,us-east-1,NULL
U8412,ACCT-010,2026-03-26 18:00:00+00:00,SaaS,Auth-Service,12288,sec,"""₹ 1,228.8""",eu-west-1,NULL
U8413,Acct-013,2026/03/10 08:00,Compute,VM-std_4,3477,min,347.7,us-east-1,T-494
U8414,ACCT-010,2026/03/18 10:00,Storage,ebs-vol,9099,hrs,909.9,ap-south 1,NULL
U8415,Acct-013,2026/03/12 22:00,SaaS,Monitoring-App,4158,sec,415.8,us-east-1,NULL
U8416,Acct-013,2026-03-25 18:00:00+00:00,Compute,compute-v2,1951,seconds,"""₹ 195.1""",global,NULL
U8417, acct-011 ,2026/03/17 02:00,Networking,LoadBalancer,16491,units,"""₹ 1,649.1""",us-east-1,NULL
U8418,acct-009,2026/03/11 07:00,Database,AURORA-DB,17686,units,1768.6,us-east 1,NULL
U8419,acct-009,2026-03-16 09:00:00+00:00,SaaS,Auth-Service,12581,sec,1258.1,us-east-1,T-958
U8420,ACCT-012,2026/03/15 14:00,SaaS,Email-API,"""15,779""",GB,1577.9,ap-south 1,NULL
U8420,ACCT-012,2026/03/15 14:00,SaaS,EMAIL-API,15779,seconds,1577.9,ap-south-1,NULL
U8421,ACCT-012,2026/03/20 23:00,Networking,LoadBalancer,16376,seconds,1637.6,eu-west-1,NULL
U8422,ACCT-012,2026/03/22 25:05,Storage,Cold-Archive,"""4,888""",seconds,"""₹ 488.8""",global,NULL
U8423,acct-009,2026-03-14 07:00:00+00:00,SaaS,Email-API,2171,units,217.1,global,T-572
U8424,ACCT-012,2026/03/23 11:00,SaaS,Monitoring-App,14817,min,1481.7,us-east 1,NULL
U8425,ACCT-012,2026-03-23 20:00:00+00:00,SaaS,Auth-Service,4883,seconds,488.3,eu-west-1,T-428
U8426,acct-009,2026/03/19 14:00,Compute,VM-STD-4,7990,GB,799.0,ap-south-1,NULL
U8427,ACCT-010,2026-03-16 00:00:00+00:00,Storage,S3-Standard,2876,units,287.6,global,T-831
U8428,ACCT-012,2026/03/17 21:00,Networking,VPN-Gateway,"""9,634""",hrs,963.4,global,NULL
U8429, acct-011 ,2026-03-13 10:00:00+00:00,Compute,compute-v2,19104,sec,1910.4,ap-south-1,T-300
U8430,ACCT-010,2026-03-20 07:00:00+00:00,SaaS,Email-API,"""9,286""",GB,"""₹ 928.6""",us-east 1,T-845
U8431,ACCT-010,2026/03/15 14:00,Database,RDS-MultiAZ,"""16,092""",GB,"""₹ 1,609.2""",ap-south-1,NULL
U8432, acct-011 ,2026/03/20 09:00,Compute,compute-v2,8776,units,"""₹ 877.6""",ap-south 1,T-304
U8433,ACCT-010,2026/03/22 07:00,Compute,VM-std_4,5605,hrs,"""₹ 560.5""",us-east-1,NULL
U8434,acct-009,2026/03/10 18:00,Compute,VM-STD-4,"""8,817""",units,"""₹ 881.7""",ap-south 1,T-627
U8435, acct-011 ,2026/03/13 18:00,Storage,s3-standard,"""10,173""",seconds,1017.3,global,NULL
U8435,ACCT-011,2026/03/13 18:00,Storage,S3-STANDARD,10173,seconds,1017.3,global,NULL
U8436,acct-009,2026/03/10 19:00,Networking,LoadBalancer,5177,GB,517.7,eu-west-1,NULL
U8437,acct-009,2026/03/20 16:00,Database,NoSQL-Tbl,12194,sec,1219.4,us-east-1,T-888
U8438, acct-011 ,2026-03-18 05:00:00+00:00,Networking,VPN-Gateway,9410,sec,941.0,ap-south-1,NULL
U8439,acct-009,2026/03/17 04:00,Storage,Cold-Archive,13219,GB,"""₹ 1,321.9""",us-east 1,T-866
U8440,Acct-013,2026/03/16 25:05,Compute,VM-std_4,11699,units,"""₹ 1,169.9""",ap-south-1,NULL
U8440,ACCT-013,2026/03/16 25:05,Compute,VM-STD_4,11699,seconds,1169.9,ap-south-1,NULL
U8441,ACCT-012,2026/03/25 13:00,SaaS,Email-API,19512,hrs,1951.2,us-east-1,NULL
U8442,ACCT-010,2026-03-24 18:00:00+00:00,Compute,VM-STD-4,5083,sec,"""₹ 508.3""",us-east-1,NULL
U8443,acct-009,2026/03/12 23:00,Database,RDS-MultiAZ,13939,hrs,1393.9,us-east 1,NULL
U8444,ACCT-010,2026-03-14 07:00:00+00:00,SaaS,Monitoring-App,5347,sec,534.7,eu-west-1,T-955
U8445, acct-011 ,2026/03/14 15:00,Networking,LoadBalancer,12284,min,1228.4,ap-south-1,NULL
U8446, acct-011 ,2026-03-27 13:00:00+00:00,SaaS,Auth-Service,1215,GB,121.5,us-east-1,NULL
U8447, acct-011 ,2026-03-25 11:00:00+00:00,SaaS,Monitoring-App,6399,seconds,639.9,ap-south 1,NULL
U8448,ACCT-012,2026/03/23 13:00,Storage,s3-standard,"""2,413""",sec,"""₹ 241.3""",global,NULL
U8449,ACCT-010,2026-03-23 19:00:00+00:00,Database,NoSQL-Tbl,17926,units,"""₹ 1,792.6""",eu-west-1,NULL
U8450,Acct-013,2026-03-24 05:00:00+00:00,SaaS,Monitoring-App,19192,hrs,1919.2,eu-west-1,NULL
U8451,Acct-013,2026-03-13 19:00:00+00:00,Storage,S3-Standard,10691,units,1069.1,ap-south 1,NULL
U8452,Acct-013,2026/03/28 06:00,SaaS,Monitoring-App,308,min,30.8,us-east 1,T-345
U8453,Acct-013,2026/03/21 08:00,SaaS,Monitoring-App,3467,units,346.7,global,T-471
U8454,Acct-013,2026/03/23 23:00,Networking,VPN-Gateway,"""2,439""",units,243.9,us-east-1,NULL
U8455,ACCT-012,2026/03/12 00:00,Database,AURORA-DB,7900,min,790.0,ap-south 1,NULL
U8456,ACCT-010,2026-03-29 10:00:00+00:00,Compute,VM-STD-4,17209,seconds,1720.9,us-east 1,T-416
U8457,ACCT-010,2026-03-19 17:00:00+00:00,Compute,compute-v2,"""15,285""",sec,1528.5,eu-west-1,NULL
U8458,acct-009,2026/03/16 14:00,Storage,s3-standard,2559,GB,255.9,ap-south 1,NULL
U8459, acct-011 ,2026-03-21 23:00:00+00:00,Storage,Cold-Archive,"""6,916""",seconds,691.6,us-east-1,NULL
U8460,ACCT-012,2026-03-23 01:00:00+00:00,Compute,VM-STD-4,"""12,620""",min,"""₹ 1,262.0""",global,NULL
U8461,Acct-013,2026/03/25 01:00,SaaS,Email-API,11802,min,"""₹ 1,180.2""",ap-south 1,T-954
U8462,Acct-013,2026/03/26 17:00,SaaS,Email-API,8457,units,"""₹ 845.7""",ap-south-1,NULL
U8463,ACCT-010,2026/03/18 01:00,Networking,DataTransfer,"""5,684""",min,"""₹ 568.4""",us-east 1,T-758
U8464,Acct-013,2026/03/26 11:00,Compute,VM-std_4,"""4,899""",hrs,"""₹ 489.9""",us-east-1,NULL
U8465,Acct-013,2026/03/29 13:00,Storage,s3-standard,1555,seconds,155.5,global,NULL
U8466, acct-011 ,2026-03-22 07:00:00+00:00,Storage,S3-Standard,17425,units,"""₹ 1,742.5""",ap-south 1,NULL
U8467,ACCT-012,2026-03-29 17:00:00+00:00,Database,AURORA-DB,9962,sec,996.2,ap-south 1,NULL
U8468, acct-011 ,2026/03/28 18:00,SaaS,Auth-Service,15717,min,1571.7,eu-west-1,NULL
U8469, acct-011 ,2026-03-24 10:00:00+00:00,Storage,Cold-Archive,13741,GB,1374.1,us-east 1,NULL
U8470,ACCT-010,2026-03-11 01:00:00+00:00,Database,AURORA-DB,7769,seconds,776.9,ap-south 1,NULL
U8471,acct-009,2026-03-28 08:00:00+00:00,Storage,s3-standard,18468,sec,"""₹ 1,846.8""",us-east-1,NULL
U8472,ACCT-010,2026/03/30 25:05,Compute,VM-STD-4,16872,min,1687.2,ap-south-1,T-541
U8473,ACCT-010,2026-03-19 10:00:00+00:00,Database,NoSQL-Tbl,7524,seconds,752.4,eu-west-1,NULL
U8474, acct-011 ,2026/03/18 12:00,Networking,DataTransfer,3383,hrs,338.3,eu-west-1,NULL
U8475,ACCT-012,2026-03-25 04:00:00+00:00,Database,RDS-MultiAZ,12568,sec,"""₹ 1,256.8""",global,NULL
U8476,ACCT-010,2026/03/12 17:00,Compute,VM-std_4,2234,hrs,"""₹ 223.4""",ap-south-1,T-353
U8477,acct-009,2026-03-24 11:00:00+00:00,Database,RDS-MultiAZ,9515,seconds,"""₹ 951.5""",eu-west-1,T-578
