USAGE_ID,ACCOUNT,DEPARTMENT,TS_SYNCHRONIZED,SERVICE,SKU,USAGE_SECONDS,COST_USD,REGION_CLEAN,SLA_STATUS,TICKET_ID
U8367,ACCT-010,Engineering,2026-03-21 17:00:00+00:00,Database,AURORA-DB,19964.0,1996.4,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8368,ACCT-010,Engineering,2026-03-21 17:00:00+00:00,Networking,DATATRANSFER,1143.0,,global,NORMAL_OPERATIONS,T-XXX
U8369,ACCT-009,Data Science,2026-03-18 22:00:00+00:00,Database,NOSQL-TBL,3376.0,337.6,us-east-1,NORMAL_OPERATIONS,T-XXX
U8370,ACCT-013,UNASSIGNED,2026-03-27 07:55:00+00:00,Storage,S3-STANDARD,4032.0,403.2,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8371,ACCT-012,Product,2026-03-27 08:00:00+00:00,Networking,DATATRANSFER,13034.0,1303.4,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8372,ACCT-012,Product,2026-03-28 03:00:00+00:00,Compute,COMPUTE-V2,2855.0,285.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8373,ACCT-012,Product,2026-03-28 09:00:00+00:00,Networking,VPN-GATEWAY,6119.0,611.9,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8374,ACCT-012,Product,2026-03-17 19:55:00+00:00,Compute,GPU-INST,434700.0,724.5,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8375,ACCT-011,Marketing,2026-03-26 23:00:00+00:00,Database,AURORA-DB,19010.0,1901.0,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8376,ACCT-009,Data Science,2026-03-26 22:00:00+00:00,Networking,LOADBALANCER,14317.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8377,ACCT-012,Product,2026-03-28 04:00:00+00:00,Networking,DATATRANSFER,6561.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8378,ACCT-009,Data Science,2026-03-13 23:00:00+00:00,Saas,MONITORING-APP,8242.0,824.2,us-east-1,NORMAL_OPERATIONS,T-XXX
U8379,ACCT-011,Marketing,2026-03-29 11:00:00+00:00,Compute,VM-STD-4,48916800.0,1358.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8380,ACCT-013,UNASSIGNED,2026-03-11 21:00:00+00:00,Database,NOSQL-TBL,10617.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8381,ACCT-010,Engineering,2026-03-11 15:00:00+00:00,Database,NOSQL-TBL,363240.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8382,ACCT-012,Product,2026-03-22 15:00:00+00:00,Database,AURORA-DB,38887200.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8383,ACCT-011,Marketing,2026-03-23 15:00:00+00:00,Saas,MONITORING-APP,18238.0,1823.8,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8384,ACCT-009,Data Science,2026-03-17 01:55:00+00:00,Database,RDS-MULTIAZ,2944.0,294.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8385,ACCT-011,Marketing,2026-03-16 07:00:00+00:00,Networking,LOADBALANCER,7485.0,748.5,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8386,ACCT-009,Data Science,2026-03-11 00:00:00+00:00,Networking,LOADBALANCER,13764.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8387,ACCT-013,UNASSIGNED,2026-03-15 01:55:00+00:00,Database,NOSQL-TBL,3685.0,368.5,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8388,ACCT-013,UNASSIGNED,2026-03-15 02:00:00+00:00,Networking,LOADBALANCER,9864.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8390,ACCT-013,UNASSIGNED,2026-03-19 05:00:00+00:00,Compute,GPU-INST,496.0,49.6,global,NORMAL_OPERATIONS,INTERNAL
U8391,ACCT-011,Marketing,2026-03-19 05:00:00+00:00,Networking,LOADBALANCER,7485.0,748.5,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8392,ACCT-012,Product,2026-03-30 08:00:00+00:00,Networking,LOADBALANCER,9834.0,983.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8393,ACCT-013,UNASSIGNED,2026-03-12 22:00:00+00:00,Saas,EMAIL-API,4626.0,462.6,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8394,ACCT-009,Data Science,2026-03-21 16:00:00+00:00,Storage,COLD-ARCHIVE,19934.0,1993.4,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8395,ACCT-011,Marketing,2026-03-22 20:00:00+00:00,Networking,LOADBALANCER,19431.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8396,ACCT-010,Engineering,2026-03-22 15:00:00+00:00,Saas,MONITORING-APP,10406.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8397,ACCT-013,UNASSIGNED,2026-03-13 10:00:00+00:00,Saas,EMAIL-API,15852.0,1585.2,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8398,ACCT-009,Data Science,2026-03-10 01:00:00+00:00,Storage,S3-STANDARD,772860.0,1288.1,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8399,ACCT-012,Product,2026-03-10 01:00:00+00:00,Storage,COLD-ARCHIVE,14376.0,1437.6,global,NORMAL_OPERATIONS,INTERNAL
U8400,ACCT-010,Engineering,2026-03-10 01:00:00+00:00,Storage,S3-STANDARD,8163.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8401,ACCT-010,Engineering,2026-03-23 20:00:00+00:00,Saas,MONITORING-APP,9159.0,915.9,global,NORMAL_OPERATIONS,INTERNAL
U8402,ACCT-012,Product,2026-03-22 16:00:00+00:00,Database,AURORA-DB,12953.0,1295.3,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8403,ACCT-010,Engineering,2026-03-29 08:55:00+00:00,Storage,COLD-ARCHIVE,17324.0,1732.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8404,ACCT-010,Engineering,2026-03-27 01:00:00+00:00,Compute,VM-STD-4,15190.0,1519.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8405,ACCT-013,UNASSIGNED,2026-03-25 00:00:00+00:00,Networking,VPN-GATEWAY,16173.0,1617.3,global,NORMAL_OPERATIONS,T-XXX
U8406,ACCT-013,UNASSIGNED,2026-03-25 00:00:00+00:00,Database,RDS-MULTIAZ,6324.0,632.4,global,NORMAL_OPERATIONS,INTERNAL
U8407,ACCT-010,Engineering,2026-03-16 15:00:00+00:00,Database,NOSQL-TBL,481920.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8408,ACCT-009,Data Science,2026-03-16 14:55:00+00:00,Compute,COMPUTE-V2,16545.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8409,ACCT-011,Marketing,2026-03-16 15:00:00+00:00,Storage,S3-STANDARD,396660.0,661.1,global,NORMAL_OPERATIONS,INTERNAL
U8411,ACCT-009,Data Science,2026-03-25 18:00:00+00:00,Saas,AUTH-SERVICE,70466400.0,1957.4,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8412,ACCT-010,Engineering,2026-03-25 18:00:00+00:00,Saas,AUTH-SERVICE,12288.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8414,ACCT-010,Engineering,2026-03-18 10:00:00+00:00,Storage,EBS-VOL,32756400.0,909.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8415,ACCT-013,UNASSIGNED,2026-03-12 22:00:00+00:00,Saas,MONITORING-APP,4158.0,415.8,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8416,ACCT-013,UNASSIGNED,2026-03-12 22:00:00+00:00,Compute,COMPUTE-V2,1951.0,,global,NORMAL_OPERATIONS,INTERNAL
U8417,ACCT-011,Marketing,2026-03-17 02:00:00+00:00,Networking,LOADBALANCER,16491.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8418,ACCT-009,Data Science,2026-03-11 07:00:00+00:00,Database,AURORA-DB,17686.0,1768.6,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8419,ACCT-009,Data Science,2026-03-11 07:00:00+00:00,Saas,AUTH-SERVICE,12581.0,1258.1,us-east-1,NORMAL_OPERATIONS,T-XXX
U8420,ACCT-012,Product,2026-03-15 14:00:00+00:00,Saas,EMAIL-API,15779.0,1577.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8421,ACCT-012,Product,2026-03-20 23:00:00+00:00,Networking,LOADBALANCER,16376.0,1637.6,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8422,ACCT-012,Product,2026-03-20 23:00:00+00:00,Storage,COLD-ARCHIVE,4888.0,,global,NORMAL_OPERATIONS,INTERNAL
U8423,ACCT-009,Data Science,2026-03-20 23:00:00+00:00,Saas,EMAIL-API,2171.0,217.1,global,NORMAL_OPERATIONS,T-XXX
U8424,ACCT-012,Product,2026-03-23 11:00:00+00:00,Saas,MONITORING-APP,889020.0,1481.7,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8425,ACCT-012,Product,2026-03-23 11:00:00+00:00,Saas,AUTH-SERVICE,4883.0,488.3,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8426,ACCT-009,Data Science,2026-03-19 13:55:00+00:00,Compute,VM-STD-4,7990.0,799.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8427,ACCT-010,Engineering,2026-03-19 14:00:00+00:00,Storage,S3-STANDARD,2876.0,287.6,global,NORMAL_OPERATIONS,T-XXX
U8428,ACCT-012,Product,2026-03-17 21:00:00+00:00,Networking,VPN-GATEWAY,34682400.0,963.4,global,NORMAL_OPERATIONS,INTERNAL
U8429,ACCT-011,Marketing,2026-03-17 20:55:00+00:00,Compute,COMPUTE-V2,19104.0,1910.4,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8430,ACCT-010,Engineering,2026-03-17 21:00:00+00:00,Saas,EMAIL-API,9286.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8431,ACCT-010,Engineering,2026-03-15 13:55:00+00:00,Database,RDS-MULTIAZ,16092.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8432,ACCT-011,Marketing,2026-03-20 09:00:00+00:00,Compute,COMPUTE-V2,8776.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8433,ACCT-010,Engineering,2026-03-22 07:00:00+00:00,Compute,VM-STD-4,20178000.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8434,ACCT-009,Data Science,2026-03-10 18:00:00+00:00,Compute,VM-STD-4,8817.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8435,ACCT-011,Marketing,2026-03-13 18:00:00+00:00,Storage,S3-STANDARD,10173.0,1017.3,global,NORMAL_OPERATIONS,INTERNAL
U8436,ACCT-009,Data Science,2026-03-10 19:00:00+00:00,Networking,LOADBALANCER,5177.0,517.7,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8437,ACCT-009,Data Science,2026-03-20 16:00:00+00:00,Database,NOSQL-TBL,12194.0,1219.4,us-east-1,NORMAL_OPERATIONS,T-XXX
U8438,ACCT-011,Marketing,2026-03-20 15:55:00+00:00,Networking,VPN-GATEWAY,9410.0,941.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8439,ACCT-009,Data Science,2026-03-17 04:00:00+00:00,Storage,COLD-ARCHIVE,13219.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8440,ACCT-013,UNASSIGNED,2026-03-17 03:55:00+00:00,Compute,VM-STD-4,11699.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8441,ACCT-012,Product,2026-03-25 13:00:00+00:00,Saas,EMAIL-API,70243200.0,1951.2,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8442,ACCT-010,Engineering,2026-03-25 13:00:00+00:00,Compute,VM-STD-4,5083.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8443,ACCT-009,Data Science,2026-03-12 23:00:00+00:00,Database,RDS-MULTIAZ,50180400.0,1393.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8444,ACCT-010,Engineering,2026-03-12 23:00:00+00:00,Saas,MONITORING-APP,5347.0,534.7,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8445,ACCT-011,Marketing,2026-03-14 14:55:00+00:00,Networking,LOADBALANCER,737040.0,1228.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8446,ACCT-011,Marketing,2026-03-14 15:00:00+00:00,Saas,AUTH-SERVICE,1215.0,121.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8447,ACCT-011,Marketing,2026-03-14 15:00:00+00:00,Saas,MONITORING-APP,6399.0,639.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8448,ACCT-012,Product,2026-03-23 13:00:00+00:00,Storage,S3-STANDARD,2413.0,,global,NORMAL_OPERATIONS,INTERNAL
U8449,ACCT-010,Engineering,2026-03-23 13:00:00+00:00,Database,NOSQL-TBL,17926.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8450,ACCT-013,UNASSIGNED,2026-03-23 13:00:00+00:00,Saas,MONITORING-APP,69091200.0,1919.2,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8451,ACCT-013,UNASSIGNED,2026-03-23 13:00:00+00:00,Storage,S3-STANDARD,10691.0,1069.1,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8452,ACCT-013,UNASSIGNED,2026-03-28 06:00:00+00:00,Saas,MONITORING-APP,18480.0,30.8,us-east-1,NORMAL_OPERATIONS,T-XXX
U8453,ACCT-013,UNASSIGNED,2026-03-21 08:00:00+00:00,Saas,MONITORING-APP,3467.0,346.7,global,NORMAL_OPERATIONS,T-XXX
U8454,ACCT-013,UNASSIGNED,2026-03-23 23:00:00+00:00,Networking,VPN-GATEWAY,2439.0,243.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8455,ACCT-012,Product,2026-03-12 00:00:00+00:00,Database,AURORA-DB,474000.0,790.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8456,ACCT-010,Engineering,2026-03-12 00:00:00+00:00,Compute,VM-STD-4,17209.0,1720.9,us-east-1,NORMAL_OPERATIONS,T-XXX
U8457,ACCT-010,Engineering,2026-03-12 00:00:00+00:00,Compute,COMPUTE-V2,15285.0,1528.5,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8458,ACCT-009,Data Science,2026-03-16 14:00:00+00:00,Storage,S3-STANDARD,2559.0,255.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8459,ACCT-011,Marketing,2026-03-16 14:00:00+00:00,Storage,COLD-ARCHIVE,6916.0,691.6,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8460,ACCT-012,Product,2026-03-16 14:00:00+00:00,Compute,VM-STD-4,757200.0,,global,NORMAL_OPERATIONS,INTERNAL
U8461,ACCT-013,UNASSIGNED,2026-03-25 01:00:00+00:00,Saas,EMAIL-API,708120.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8462,ACCT-013,UNASSIGNED,2026-03-26 16:55:00+00:00,Saas,EMAIL-API,8457.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8463,ACCT-010,Engineering,2026-03-18 01:00:00+00:00,Networking,DATATRANSFER,341040.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8464,ACCT-013,UNASSIGNED,2026-03-26 11:00:00+00:00,Compute,VM-STD-4,17636400.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8465,ACCT-013,UNASSIGNED,2026-03-29 13:00:00+00:00,Storage,S3-STANDARD,1555.0,155.5,global,NORMAL_OPERATIONS,INTERNAL
U8466,ACCT-011,Marketing,2026-03-29 13:00:00+00:00,Storage,S3-STANDARD,17425.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8467,ACCT-012,Product,2026-03-29 13:00:00+00:00,Database,AURORA-DB,9962.0,996.2,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8468,ACCT-011,Marketing,2026-03-28 18:00:00+00:00,Saas,AUTH-SERVICE,943020.0,1571.7,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8469,ACCT-011,Marketing,2026-03-28 18:00:00+00:00,Storage,COLD-ARCHIVE,13741.0,1374.1,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8470,ACCT-010,Engineering,2026-03-28 18:00:00+00:00,Database,AURORA-DB,7769.0,776.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8471,ACCT-009,Data Science,2026-03-28 18:00:00+00:00,Storage,S3-STANDARD,18468.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8472,ACCT-010,Engineering,2026-03-28 17:55:00+00:00,Compute,VM-STD-4,1012320.0,1687.2,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8473,ACCT-010,Engineering,2026-03-28 18:00:00+00:00,Database,NOSQL-TBL,7524.0,752.4,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8474,ACCT-011,Marketing,2026-03-18 12:00:00+00:00,Networking,DATATRANSFER,12178800.0,338.3,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8475,ACCT-012,Product,2026-03-18 12:00:00+00:00,Database,RDS-MULTIAZ,12568.0,,global,NORMAL_OPERATIONS,INTERNAL
U8476,ACCT-010,Engineering,2026-03-12 16:55:00+00:00,Compute,VM-STD-4,8042400.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8477,ACCT-009,Data Science,2026-03-12 17:00:00+00:00,Database,RDS-MULTIAZ,9515.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8479,ACCT-010,Engineering,2026-03-28 09:00:00+00:00,Database,RDS-MULTIAZ,17791200.0,,global,NORMAL_OPERATIONS,INTERNAL
U8480,ACCT-013,UNASSIGNED,2026-03-28 09:00:00+00:00,Networking,LOADBALANCER,19626.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8481,ACCT-012,Product,2026-03-17 00:00:00+00:00,Storage,S3-STANDARD,14314.0,1431.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8482,ACCT-011,Marketing,2026-03-30 17:00:00+00:00,Networking,VPN-GATEWAY,16979.0,1697.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8483,ACCT-009,Data Science,2026-03-19 19:00:00+00:00,Database,AURORA-DB,48664800.0,1351.8,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8484,ACCT-013,UNASSIGNED,2026-03-12 14:00:00+00:00,Saas,MONITORING-APP,12897.0,1289.7,global,NORMAL_OPERATIONS,INTERNAL
U8485,ACCT-012,Product,2026-03-12 14:00:00+00:00,Saas,EMAIL-API,5058000.0,140.5,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8486,ACCT-013,UNASSIGNED,2026-03-12 14:00:00+00:00,Saas,AUTH-SERVICE,17740800.0,492.8,us-east-1,NORMAL_OPERATIONS,T-XXX
U8487,ACCT-009,Data Science,2026-03-12 14:00:00+00:00,Saas,MONITORING-APP,12627.0,1262.7,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8488,ACCT-013,UNASSIGNED,2026-03-18 12:00:00+00:00,Compute,VM-STD-4,14403.0,1440.3,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8489,ACCT-012,Product,2026-03-22 20:55:00+00:00,Database,NOSQL-TBL,166680.0,277.8,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8490,ACCT-010,Engineering,2026-03-22 21:00:00+00:00,Storage,EBS-VOL,17951.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8491,ACCT-013,UNASSIGNED,2026-03-17 17:00:00+00:00,Networking,LOADBALANCER,4885.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8492,ACCT-012,Product,2026-03-12 00:00:00+00:00,Compute,COMPUTE-V2,11066.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8493,ACCT-013,UNASSIGNED,2026-03-10 19:55:00+00:00,Database,RDS-MULTIAZ,15613.0,1561.3,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8494,ACCT-011,Marketing,2026-03-10 20:00:00+00:00,Compute,VM-STD-4,432360.0,720.6,us-east-1,NORMAL_OPERATIONS,T-XXX
U8495,ACCT-009,Data Science,2026-03-10 19:55:00+00:00,Database,AURORA-DB,12772.0,1277.2,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8496,ACCT-010,Engineering,2026-03-24 12:00:00+00:00,Database,AURORA-DB,17521.0,1752.1,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8497,ACCT-012,Product,2026-03-24 11:55:00+00:00,Compute,VM-STD-4,15476400.0,429.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8498,ACCT-011,Marketing,2026-03-13 19:00:00+00:00,Database,AURORA-DB,686880.0,1144.8,global,NORMAL_OPERATIONS,INTERNAL
U8499,ACCT-010,Engineering,2026-03-10 03:00:00+00:00,Compute,VM-STD-4,18210.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8500,ACCT-009,Data Science,2026-03-10 03:00:00+00:00,Compute,GPU-INST,230280.0,383.8,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8501,ACCT-009,Data Science,2026-03-30 20:00:00+00:00,Saas,MONITORING-APP,69339600.0,1926.1,us-east-1,NORMAL_OPERATIONS,T-XXX
U8502,ACCT-010,Engineering,2026-03-30 20:00:00+00:00,Database,RDS-MULTIAZ,32331600.0,898.1,global,NORMAL_OPERATIONS,INTERNAL
U8504,ACCT-011,Marketing,2026-03-30 20:00:00+00:00,Saas,AUTH-SERVICE,36709200.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8505,ACCT-012,Product,2026-03-19 19:00:00+00:00,Storage,COLD-ARCHIVE,16394.0,1639.4,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8506,ACCT-010,Engineering,2026-03-11 01:00:00+00:00,Networking,VPN-GATEWAY,4864.0,486.4,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8507,ACCT-010,Engineering,2026-03-15 00:00:00+00:00,Networking,VPN-GATEWAY,11838.0,,global,NORMAL_OPERATIONS,T-XXX
U8508,ACCT-009,Data Science,2026-03-15 06:00:00+00:00,Database,NOSQL-TBL,267060.0,445.1,global,NORMAL_OPERATIONS,INTERNAL
U8509,ACCT-011,Marketing,2026-03-19 23:00:00+00:00,Storage,S3-STANDARD,10079.0,1007.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8510,ACCT-012,Product,2026-03-21 17:00:00+00:00,Database,NOSQL-TBL,1105140.0,1841.9,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8511,ACCT-009,Data Science,2026-03-12 10:00:00+00:00,Storage,COLD-ARCHIVE,27673200.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8512,ACCT-012,Product,2026-03-12 10:00:00+00:00,Compute,VM-STD-4,45990000.0,1277.5,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8513,ACCT-013,UNASSIGNED,2026-03-23 13:00:00+00:00,Compute,VM-STD-4,11795.0,1179.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8514,ACCT-011,Marketing,2026-03-27 11:00:00+00:00,Saas,AUTH-SERVICE,14742.0,,global,NORMAL_OPERATIONS,T-XXX
U8515,ACCT-011,Marketing,2026-03-25 17:00:00+00:00,Storage,COLD-ARCHIVE,17275.0,1727.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8516,ACCT-013,UNASSIGNED,2026-03-25 16:55:00+00:00,Database,AURORA-DB,1192.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8517,ACCT-012,Product,2026-03-27 12:55:00+00:00,Database,NOSQL-TBL,474600.0,791.0,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8518,ACCT-013,UNASSIGNED,2026-03-12 23:00:00+00:00,Compute,GPU-INST,15641.0,1564.1,global,NORMAL_OPERATIONS,T-XXX
U8519,ACCT-009,Data Science,2026-03-13 13:55:00+00:00,Compute,VM-STD-4,12559.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8520,ACCT-010,Engineering,2026-03-14 21:55:00+00:00,Database,AURORA-DB,9860.0,986.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8521,ACCT-011,Marketing,2026-03-12 05:00:00+00:00,Networking,DATATRANSFER,12018.0,1201.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8522,ACCT-010,Engineering,2026-03-12 05:00:00+00:00,Storage,S3-STANDARD,16668.0,,global,NORMAL_OPERATIONS,T-XXX
U8523,ACCT-011,Marketing,2026-03-12 05:00:00+00:00,Database,NOSQL-TBL,16340.0,1634.0,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8524,ACCT-010,Engineering,2026-03-12 05:00:00+00:00,Networking,LOADBALANCER,2356.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8525,ACCT-009,Data Science,2026-03-27 14:00:00+00:00,Compute,VM-STD-4,11232.0,1123.2,us-east-1,NORMAL_OPERATIONS,T-XXX
U8526,ACCT-009,Data Science,2026-03-15 01:00:00+00:00,Compute,VM-STD-4,186540.0,,global,NORMAL_OPERATIONS,INTERNAL
U8527,ACCT-009,Data Science,2026-03-15 01:00:00+00:00,Compute,GPU-INST,10053.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U8528,ACCT-009,Data Science,2026-03-13 21:00:00+00:00,Compute,VM-STD-4,18032400.0,500.9,global,NORMAL_OPERATIONS,INTERNAL
U8529,ACCT-012,Product,2026-03-23 15:00:00+00:00,Database,AURORA-DB,8226.0,822.6,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8530,ACCT-010,Engineering,2026-03-23 15:00:00+00:00,Database,AURORA-DB,18050.0,1805.0,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8531,ACCT-012,Product,2026-03-22 22:00:00+00:00,Database,AURORA-DB,19969.0,1996.9,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8532,ACCT-011,Marketing,2026-03-28 02:00:00+00:00,Storage,COLD-ARCHIVE,384240.0,640.4,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8534,ACCT-009,Data Science,2026-03-22 02:00:00+00:00,Saas,EMAIL-API,18458.0,1845.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8535,ACCT-013,UNASSIGNED,2026-03-21 12:00:00+00:00,Database,NOSQL-TBL,13087.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U8536,ACCT-011,Marketing,2026-03-28 08:00:00+00:00,Database,AURORA-DB,2696400.0,74.9,eu-west-1,NORMAL_OPERATIONS,T-XXX
U8537,ACCT-013,UNASSIGNED,2026-03-17 05:55:00+00:00,Networking,DATATRANSFER,11530.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U8538,ACCT-009,Data Science,2026-03-21 18:00:00+00:00,Compute,COMPUTE-V2,473040.0,,global,NORMAL_OPERATIONS,INTERNAL
U8539,ACCT-013,UNASSIGNED,2026-03-19 15:00:00+00:00,Saas,AUTH-SERVICE,14858.0,1485.8,us-east-1,NORMAL_OPERATIONS,INTERNAL
U8541,ACCT-011,Marketing,2026-03-11 07:00:00+00:00,Compute,VM-STD-4,12976.0,,global,NORMAL_OPERATIONS,INTERNAL
U8542,ACCT-012,Product,2026-03-17 13:00:00+00:00,Networking,LOADBALANCER,15291.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U8543,ACCT-011,Marketing,2026-03-16 08:00:00+00:00,Compute,VM-STD-4,790080.0,1316.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
